dia,hora,tipologia,parroquia_urbana,causas,nro_heridos,nro_fallecidos
lunes,h15,atropello,sucre,imprudencia del peaton,1h,0fa
lunes,h18,choque lateral angular,carigan,no ceder el derecho de via,2h,0fa
miercoles,h19,atropello,el sagrario,imprudencia del peaton,1h,0fa
viernes,h20,choque lateral angular,carigan,imprudencia del peaton,6h,0fa
viernes,h03,estrellamiento,sucre,conducir en estado de embriaguez,1h,1fa
miercoles,h13,roce negativo,el sagrario,no mantener la distancia reglamentaria,0h,0fa
viernes,h06,estrellamiento,el valle,conducir en exceso de velocidad,0h,0fa
sabado,h05,choque lateral perpendicular,el sagrario,no ceder el derecho de via,1h,0fa
sabado,h02,estrellamiento,punzara,conducir en exceso de velocidad,1h,0fa
domingo,h01,estrellamiento,el valle,conducir en exceso de velocidad,1h,0fa
sabado,h15,estrellamiento,san sebastian,conducir en exceso de velocidad,0h,0fa
miercoles,h06,atropello,sucre,imprudencia del conductor,1h,0fa
viernes,h04,choque lateral perpendicular,el sagrario,no ceder el derecho de via,0h,0fa
viernes,h21,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
sabado,h11,choque frontal excentrico,carigan,invadir carril de circulacion,1h,0fa
sabado,h17,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
sabado,h22,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
domingo,h03,estrellamiento,san sebastian,conducir en exceso de velocidad,0h,0fa
lunes,h09,atropello,el sagrario,imprudencia del peaton,1h,0fa
jueves,h12,choque lateral angular,san sebastian,no ceder el derecho de via,0h,0fa
sabado,h07,estrellamiento,punzara,imprudencia del conductor,1h,0fa
viernes,h14,choque lateral perpendicular,sucre,no ceder el derecho de via,1h,0fa
viernes,h11,choque lateral angular,punzara,no respetar las senales de transito,0h,0fa
viernes,h23,estrellamiento,el sagrario,conducir en exceso de velocidad,0h,0fa
sabado,h19,estrellamiento,punzara,conducir en exceso de velocidad,0h,0fa
domingo,h08,choque lateral angular,el sagrario,no ceder el derecho de via,0h,0fa
domingo,h04,choque por alcance,el valle,no mantener la distancia reglamentaria,0h,0fa
lunes,h12,estrellamiento,el sagrario,imprudencia del conductor,0h,0fa
domingo,h16,choque lateral perpendicular,san sebastian,no ceder el derecho de via,0h,0fa
martes,h07,choque lateral angular,el sagrario,no ceder el derecho de via,0h,0fa
martes,h10,roce negativo,sucre,no mantener la distancia reglamentaria,0h,0fa
martes,h18,choque lateral angular,el valle,imprudencia del conductor,2h,0fa
martes,h23,choque por alcance,san sebastian,no mantener la distancia reglamentaria,3h,0fa
martes,h13,choque lateral angular,el sagrario,no respetar las senales de transito,2h,0fa
miercoles,h23,choque frontal excentrico,sucre,condiciones climaticas desfavorables,0h,0fa
jueves,h06,choque lateral angular,san sebastian,imprudencia del conductor,0h,0fa
viernes,h05,choque lateral perpendicular,el sagrario,imprudencia del conductor,1h,0fa
sabado,h12,caida de pasajero,el sagrario,imprudencia del conductor,1h,0fa
sabado,h23,estrellamiento,sucre,conducir en estado de embriaguez,1h,0fa
domingo,h00,choque lateral perpendicular,sucre,no ceder el derecho de via,1h,0fa
viernes,h11,estrellamiento,san sebastian,imprudencia del conductor,2h,0fa
viernes,h13,choque lateral perpendicular,el sagrario,no ceder el derecho de via,1h,0fa
viernes,h19,estrellamiento,el sagrario,imprudencia del conductor,0h,0fa
sabado,h02,rozamiento,carigan,conducir en estado de embriaguez,0h,0fa
sabado,h17,choque lateral angular,el valle,imprudencia del conductor,1h,0fa
sabado,h23,choque lateral perpendicular,el sagrario,no ceder el derecho de via,0h,0fa
lunes,h03,perdida de carril,sucre,conducir en exceso de velocidad,2h,0fa
martes,h16,choque lateral perpendicular,el sagrario,no respetar las senales de transito,0h,0fa
jueves,h07,choque lateral perpendicular,el valle,no ceder el derecho de via,0h,0fa
jueves,h11,choque lateral perpendicular,punzara,imprudencia del conductor,0h,0fa
jueves,h18,estrellamiento,san sebastian,conducir en exceso de velocidad,0h,0fa
jueves,h18,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
jueves,h21,choque lateral perpendicular,el sagrario,no ceder el derecho de via,0h,0fa
viernes,h22,atipico,punzara,razones desconocidas,0h,0fa
sabado,h01,choque lateral perpendicular,el sagrario,no ceder el derecho de via,0h,0fa
sabado,h21,choque lateral angular,sucre,conducir en estado de embriaguez,2h,0fa
sabado,h16,choque frontal excentrico,el valle,conducir en estado de embriaguez,2h,0fa
lunes,h16,choque por alcance,carigan,no mantener la distancia reglamentaria,2h,1fa
jueves,h22,choque lateral perpendicular,sucre,no ceder el derecho de via,2h,0fa
jueves,h14,choque lateral perpendicular,san sebastian,no ceder el derecho de via,2h,0fa
sabado,h09,atropello,punzara,imprudencia del peaton,1h,1fa
sabado,h07,choque lateral perpendicular,san sebastian,no ceder el derecho de via,2h,1fa
sabado,h22,perdida de carril,el valle,conducir en estado de embriaguez,1h,0fa
sabado,h06,estrellamiento,punzara,conducir en estado de embriaguez,1h,1fa
domingo,h13,estrellamiento,sucre,conducir en exceso de velocidad,1h,1fa
domingo,h05,estrellamiento,el valle,conducir en estado de embriaguez,1h,0fa
martes,h17,atropello,sucre,conducir en exceso de velocidad,1h,0fa
martes,h16,atropello,san sebastian,imprudencia del peaton,1h,0fa
miercoles,h15,choque lateral angular,el sagrario,no ceder el derecho de via,1h,0fa
viernes,h01,estrellamiento,carigan,conducir en exceso de velocidad,0h,0fa
sabado,h00,estrellamiento,sucre,conducir en estado de embriaguez,0h,0fa
sabado,h03,estrellamiento,carigan,conducir en exceso de velocidad,0h,0fa
sabado,h21,choque lateral angular,punzara,conducir en estado de embriaguez,0h,0fa
sabado,h22,choque lateral perpendicular,sucre,conducir en estado de embriaguez,0h,0fa
domingo,h07,estrellamiento,san sebastian,conducir en exceso de velocidad,0h,0fa
sabado,h20,colision,el valle,conducir en estado de embriaguez,0h,0fa
lunes,h00,choque frontal longitudinal,el sagrario,conducir en estado de embriaguez,0h,0fa
miercoles,h10,choque frontal longitudinal,el sagrario,no ceder el derecho de via,1h,0fa
miercoles,h07,atropello,punzara,conducir en exceso de velocidad,1h,0fa
sabado,h07,volcamiento lateral,carigan,conducir en exceso de velocidad,2h,0fa
sabado,h02,estrellamiento,el sagrario,conducir en exceso de velocidad,0h,0fa
sabado,h22,choque lateral perpendicular,el valle,conducir en estado de embriaguez,0h,0fa
domingo,h01,estrellamiento,sucre,conducir en estado de embriaguez,0h,0fa
sabado,h23,estrellamiento,punzara,conducir en exceso de velocidad,2h,0fa
martes,h00,colision,punzara,imprudencia del conductor,0h,0fa
sabado,h05,estrellamiento,sucre,conducir en estado de embriaguez,0h,0fa
sabado,h03,estrellamiento,el sagrario,conducir en exceso de velocidad,2h,0fa
domingo,h08,atropello,sucre,imprudencia del conductor,1h,0fa
domingo,h14,choque lateral angular,sucre,no ceder el derecho de via,0h,0fa
domingo,h10,perdida de carril,carigan,conducir en exceso de velocidad,0h,0fa
martes,h16,roce negativo,punzara,no mantener la distancia reglamentaria,0h,0fa
martes,h05,atropello,carigan,razones desconocidas,0h,1fa
miercoles,h15,roce negativo,sucre,imprudencia del conductor,0h,0fa
miercoles,h19,colision,sucre,negligencia del conductor,0h,0fa
jueves,h08,caida de pasajero,punzara,imprudencia del conductor,1h,0fa
viernes,h00,perdida de carril,punzara,conducir en exceso de velocidad,2h,0fa
viernes,h05,choque lateral angular,san sebastian,conducir en estado de embriaguez,0h,0fa
sabado,h15,roce negativo,el valle,conducir en estado de embriaguez,0h,0fa
sabado,h17,choque por alcance,el sagrario,conducir en estado de embriaguez,0h,0fa
domingo,h06,perdida de carril,carigan,conducir en exceso de velocidad,0h,0fa
domingo,h01,roce negativo,carigan,imprudencia del conductor,0h,0fa
domingo,h05,estrellamiento,san sebastian,conducir en exceso de velocidad,0h,0fa
domingo,h08,choque lateral perpendicular,el sagrario,no ceder el derecho de via,0h,0fa
lunes,h23,perdida de carril,sucre,conducir en exceso de velocidad,0h,0fa
martes,h01,estrellamiento,el valle,conducir en estado de embriaguez,0h,0fa
martes,h15,estrellamiento,carigan,conducir en exceso de velocidad,0h,0fa
martes,h20,atropello,carigan,imprudencia del peaton,1h,0fa
miercoles,h19,atropello,punzara,razones desconocidas,1h,0fa
domingo,h03,choque lateral angular,punzara,no ceder el derecho de via,0h,0fa
domingo,h06,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
domingo,h11,choque lateral perpendicular,el valle,no ceder el derecho de via,1h,0fa
sabado,h20,choque por alcance,punzara,imprudencia del conductor,0h,0fa
lunes,h19,perdida de carril,punzara,conducir en exceso de velocidad,0h,1fa
lunes,h09,choque lateral perpendicular,san sebastian,no ceder el derecho de via,1h,0fa
miercoles,h16,choque por alcance,sucre,no mantener la distancia reglamentaria,0h,0fa
miercoles,h16,arrollamiento,el sagrario,no respetar las ordenes del agente de transito,1h,0fa
domingo,h01,choque lateral perpendicular,san sebastian,conducir en estado de embriaguez,1h,0fa
domingo,h23,choque frontal excentrico,sucre,conducir en estado de embriaguez,0h,0fa
lunes,h07,choque lateral perpendicular,el sagrario,no ceder el derecho de via,2h,0fa
lunes,h08,choque lateral perpendicular,san sebastian,no ceder el derecho de via,1h,0fa
martes,h11,choque lateral angular,sucre,no ceder el derecho de via,2h,0fa
viernes,h14,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
sabado,h02,choque frontal excentrico,carigan,conducir en estado de embriaguez,3h,0fa
viernes,h23,choque lateral angular,carigan,conducir en estado de embriaguez,1h,0fa
domingo,h12,atropello,punzara,imprudencia del peaton,0h,1fa
lunes,h05,choque lateral perpendicular,punzara,no ceder el derecho de via,1h,0fa
martes,h07,choque lateral angular,san sebastian,imprudencia del conductor,0h,0fa
martes,h17,choque por alcance,el sagrario,no mantener la distancia reglamentaria,0h,0fa
miercoles,h09,choque por alcance,san sebastian,imprudencia del conductor,0h,0fa
miercoles,h17,choque frontal excentrico,sucre,imprudencia del conductor,0h,0fa
viernes,h20,choque frontal excentrico,sucre,conducir en estado de embriaguez,3h,0fa
sabado,h02,estrellamiento,el sagrario,conducir en estado de embriaguez,0h,0fa
domingo,h07,choque lateral angular,sucre,no ceder el derecho de via,1h,0fa
domingo,h12,choque lateral angular,san sebastian,no ceder el derecho de via,1h,0fa
martes,h17,atropello,sucre,imprudencia del conductor,1h,0fa
jueves,h04,estrellamiento,el sagrario,imprudencia del conductor,0h,0fa
jueves,h17,colision,el valle,no mantener la distancia reglamentaria,2h,0fa
lunes,h07,roce negativo,san sebastian,imprudencia del conductor,2h,0fa
jueves,h20,choque frontal excentrico,sucre,imprudencia del conductor,0h,0fa
viernes,h07,choque por alcance,punzara,no mantener la distancia reglamentaria,0h,0fa
viernes,h17,choque lateral angular,carigan,no mantener la distancia reglamentaria,1h,0fa
sabado,h01,choque lateral perpendicular,san sebastian,imprudencia del conductor,0h,0fa
domingo,h06,perdida de carril,el valle,conducir en exceso de velocidad,0h,0fa
domingo,h05,estrellamiento,san sebastian,conducir en estado de embriaguez,0h,0fa
lunes,h15,estrellamiento,el valle,razones desconocidas,0h,0fa
lunes,h19,choque lateral perpendicular,sucre,imprudencia del conductor,1h,0fa
lunes,h16,choque por alcance,sucre,no mantener la distancia reglamentaria,0h,0fa
martes,h16,choque por alcance,el valle,no mantener la distancia reglamentaria,0h,0fa
martes,h20,atropello,el sagrario,imprudencia del peaton,1h,0fa
miercoles,h00,estrellamiento,sucre,impericia del conductor,0h,0fa
jueves,h19,choque por alcance,punzara,no mantener la distancia reglamentaria,0h,0fa
sabado,h16,atropello,san sebastian,imprudencia del peaton,1h,0fa
sabado,h13,choque lateral angular,sucre,imprudencia del conductor,0h,0fa
domingo,h19,atropello,san sebastian,imprudencia del conductor,1h,0fa
lunes,h12,choque por alcance,el sagrario,no mantener la distancia reglamentaria,0h,0fa
martes,h15,choque lateral perpendicular,sucre,no ceder el derecho de via,2h,0fa
sabado,h11,perdida de carril,san sebastian,conducir en exceso de velocidad,0h,0fa
domingo,h03,estrellamiento,el sagrario,conducir en exceso de velocidad,0h,0fa
domingo,h05,estrellamiento,punzara,conducir en estado de embriaguez,0h,0fa
domingo,h16,choque por alcance,el valle,conducir en estado de embriaguez,0h,0fa
domingo,h01,estrellamiento,punzara,conducir en estado de embriaguez,0h,0fa
domingo,h08,choque lateral angular,san sebastian,imprudencia del conductor,1h,0fa
viernes,h11,choque por alcance,punzara,no mantener la distancia reglamentaria,0h,0fa
martes,h13,choque frontal excentrico,sucre,imprudencia del conductor,3h,0fa
jueves,h04,choque lateral perpendicular,el sagrario,conducir en estado de embriaguez,5h,0fa
jueves,h11,choque lateral perpendicular,sucre,conducir en exceso de velocidad,1h,0fa
jueves,h22,perdida de carril,el valle,conducir en exceso de velocidad,0h,0fa
jueves,h22,choque lateral angular,sucre,no ceder el derecho de via,0h,0fa
viernes,h00,choque lateral angular,san sebastian,no ceder el derecho de via,0h,0fa
viernes,h18,choque lateral perpendicular,el sagrario,no respetar las senales de transito,3h,0fa
sabado,h10,choque por alcance,sucre,no mantener la distancia reglamentaria,2h,0fa
sabado,h01,choque lateral angular,san sebastian,no ceder el derecho de via,0h,0fa
sabado,h00,estrellamiento,san sebastian,conducir en estado de embriaguez,0h,0fa
viernes,h22,estrellamiento,san sebastian,imprudencia del conductor,0h,0fa
sabado,h01,choque lateral angular,el sagrario,no ceder el derecho de via,1h,0fa
domingo,h13,choque lateral angular,el valle,imprudencia del conductor,0h,0fa
martes,h09,choque lateral angular,punzara,imprudencia del conductor,0h,0fa
miercoles,h21,choque lateral angular,carigan,imprudencia del conductor,1h,0fa
jueves,h04,estrellamiento,el sagrario,conducir en exceso de velocidad,0h,0fa
jueves,h22,perdida de carril,sucre,conducir en exceso de velocidad,0h,0fa
viernes,h21,rozamiento,sucre,imprudencia del conductor,0h,0fa
sabado,h03,perdida de carril,sucre,conducir en exceso de velocidad,0h,0fa
sabado,h06,choque lateral angular,sucre,no respetar las senales de transito,3h,0fa
domingo,h00,choque lateral perpendicular,san sebastian,conducir en estado de embriaguez,1h,0fa
domingo,h02,perdida de carril,sucre,conducir en exceso de velocidad,0h,0fa
lunes,h15,choque lateral angular,el sagrario,no ceder el derecho de via,0h,0fa
martes,h14,choque lateral perpendicular,punzara,no ceder el derecho de via,0h,0fa
miercoles,h09,atropello,sucre,no respetar las senales de transito,1h,0fa
miercoles,h12,perdida de carril,el valle,conducir en exceso de velocidad,1h,1fa
viernes,h09,choque lateral perpendicular,punzara,no ceder el derecho de via,0h,0fa
sabado,h18,choque lateral angular,sucre,no ceder el derecho de via,1h,0fa
viernes,h10,choque lateral angular,el valle,no ceder el derecho de via,1h,0fa
sabado,h04,estrellamiento,el sagrario,imprudencia del peaton,0h,0fa
lunes,h12,choque lateral angular,sucre,no ceder el derecho de via,1h,0fa
lunes,h14,estrellamiento,sucre,conducir en estado de embriaguez,1h,0fa
martes,h05,choque lateral perpendicular,sucre,no ceder el derecho de via,0h,0fa
martes,h18,choque por alcance,el sagrario,no mantener la distancia reglamentaria,0h,0fa
jueves,h03,estrellamiento,punzara,conducir en estado de embriaguez,1h,0fa
sabado,h10,choque por alcance,san sebastian,no mantener la distancia reglamentaria,1h,0fa
sabado,h16,choque por alcance,sucre,no mantener la distancia reglamentaria,0h,0fa
viernes,h22,estrellamiento,sucre,conducir en estado de embriaguez,0h,0fa
sabado,h23,choque lateral perpendicular,san sebastian,conducir en estado de embriaguez,0h,0fa
martes,h13,perdida de carril,san sebastian,conducir en exceso de velocidad,0h,0fa
miercoles,h17,choque lateral angular,punzara,no ceder el derecho de via,0h,0fa
sabado,h08,perdida de carril,carigan,conducir en exceso de velocidad,0h,0fa
domingo,h10,atropello,san sebastian,conducir en exceso de velocidad,1h,0fa
lunes,h12,perdida de carril,san sebastian,conducir en exceso de velocidad,0h,0fa
martes,h06,choque por alcance,carigan,no mantener la distancia reglamentaria,0h,0fa
martes,h16,choque por alcance,sucre,no mantener la distancia reglamentaria,0h,0fa
martes,h21,perdida de carril,el valle,conducir en exceso de velocidad,0h,0fa
martes,h21,choque lateral perpendicular,punzara,no ceder el derecho de via,0h,0fa
viernes,h13,choque frontal excentrico,san sebastian,conducir en estado de embriaguez,0h,0fa
domingo,h01,choque lateral angular,punzara,conducir en estado de embriaguez,1h,0fa
domingo,h06,choque lateral perpendicular,sucre,conducir en estado de embriaguez,1h,0fa
lunes,h23,choque lateral perpendicular,sucre,no ceder el derecho de via,0h,0fa
viernes,h07,atropello,sucre,conducir en estado de embriaguez,1h,0fa
sabado,h14,choque por alcance,sucre,conducir en estado de embriaguez,0h,0fa
sabado,h22,choque lateral perpendicular,el valle,no ceder el derecho de via,0h,0fa
sabado,h21,roce negativo,punzara,conducir en estado de embriaguez,0h,0fa
domingo,h16,perdida de carril,sucre,conducir en exceso de velocidad,1h,0fa
martes,h08,atropello,sucre,imprudencia del conductor,0h,1fa
miercoles,h08,choque lateral perpendicular,carigan,no ceder el derecho de via,0h,0fa
jueves,h00,perdida de carril,punzara,conducir en exceso de velocidad,0h,1fa
viernes,h09,perdida de carril,sucre,conducir en exceso de velocidad,1h,0fa
viernes,h13,estrellamiento,el sagrario,conducir en exceso de velocidad,0h,0fa
viernes,h16,colision,san sebastian,conducir en estado de embriaguez,0h,0fa
sabado,h04,perdida de carril,sucre,conducir en exceso de velocidad,0h,0fa
domingo,h14,choque por alcance,carigan,no mantener la distancia reglamentaria,0h,0fa
domingo,h14,choque lateral angular,punzara,no ceder el derecho de via,1h,0fa
domingo,h00,choque frontal excentrico,sucre,conducir en estado de embriaguez,0h,0fa
lunes,h13,choque por alcance,sucre,no mantener la distancia reglamentaria,0h,0fa
martes,h21,atropello,carigan,imprudencia del peaton,1h,0fa
miercoles,h15,choque lateral angular,el valle,conducir en estado de embriaguez,3h,0fa
miercoles,h18,choque lateral angular,punzara,imprudencia del conductor,0h,0fa
jueves,h17,choque lateral perpendicular,punzara,no ceder el derecho de via,1h,0fa
viernes,h08,choque lateral perpendicular,sucre,imprudencia del conductor,2h,0fa
sabado,h00,choque frontal excentrico,sucre,conducir en estado de embriaguez,1h,1fa
sabado,h12,choque lateral angular,el sagrario,no ceder el derecho de via,2h,1fa
sabado,h04,estrellamiento,sucre,conducir en estado de embriaguez,1h,0fa
sabado,h13,choque lateral perpendicular,sucre,imprudencia del conductor,0h,0fa
sabado,h21,choque lateral perpendicular,sucre,imprudencia del conductor,0h,0fa
sabado,h22,choque por alcance,el valle,no mantener la distancia reglamentaria,1h,0fa
domingo,h14,choque lateral angular,sucre,no respetar las senales de transito,0h,0fa
lunes,h08,colision,sucre,imprudencia del conductor,0h,0fa
lunes,h10,choque lateral perpendicular,el sagrario,no respetar las senales de transito,4h,0fa
martes,h01,choque por alcance,el sagrario,conducir en estado de embriaguez,0h,0fa
martes,h16,choque lateral angular,sucre,conducir en exceso de velocidad,0h,0fa
martes,h15,estrellamiento,carigan,conducir en exceso de velocidad,1h,0fa
martes,h18,atipico,punzara,imprudencia del conductor,0h,0fa
jueves,h11,roce negativo,el valle,no mantener la distancia reglamentaria,0h,0fa
viernes,h10,choque lateral angular,punzara,no respetar las senales de transito,1h,0fa
viernes,h01,perdida de carril,el valle,conducir en exceso de velocidad,0h,0fa
viernes,h05,perdida de carril,el valle,conducir en exceso de velocidad,0h,0fa
sabado,h01,choque lateral perpendicular,el sagrario,conducir en estado de embriaguez,0h,0fa
sabado,h11,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
domingo,h05,estrellamiento,sucre,conducir en estado de embriaguez,0h,0fa
domingo,h17,choque lateral perpendicular,el sagrario,no ceder el derecho de via,1h,0fa
martes,h18,choque lateral perpendicular,el valle,conducir en exceso de velocidad,1h,0fa
martes,h22,estrellamiento,punzara,conducir en exceso de velocidad,0h,0fa
viernes,h01,perdida de carril,san sebastian,imprudencia del conductor,1h,1fa
viernes,h22,choque por alcance,sucre,no mantener la distancia reglamentaria,0h,0fa
viernes,h23,choque lateral angular,el valle,conducir en estado de embriaguez,0h,0fa
sabado,h02,choque lateral angular,el sagrario,conducir en estado de embriaguez,0h,0fa
sabado,h06,estrellamiento,el valle,conducir en estado de embriaguez,0h,0fa
sabado,h16,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
domingo,h00,estrellamiento,sucre,conducir en estado de embriaguez,0h,0fa
domingo,h04,atropello,sucre,conducir en estado de embriaguez,1h,0fa
domingo,h06,choque lateral angular,el sagrario,no respetar las senales de transito,0h,0fa
domingo,h02,choque lateral perpendicular,sucre,conducir en estado de embriaguez,1h,0fa
domingo,h09,estrellamiento,carigan,imprudencia del conductor,0h,0fa
domingo,h05,colision,sucre,conducir en estado de embriaguez,0h,0fa
lunes,h16,atropello,carigan,imprudencia del conductor,0h,1fa
martes,h01,perdida de carril,punzara,conducir en estado de embriaguez,3h,0fa
miercoles,h22,choque lateral perpendicular,el sagrario,no respetar las senales de transito,0h,0fa
jueves,h22,perdida de carril,punzara,conducir en estado de embriaguez,1h,0fa
sabado,h11,atropello,sucre,imprudencia del conductor,1h,0fa
viernes,h02,choque lateral perpendicular,el sagrario,conducir en estado de embriaguez,0h,0fa
sabado,h01,perdida de carril,el valle,conducir en estado de embriaguez,1h,0fa
sabado,h16,perdida de carril,el sagrario,conducir en estado de embriaguez,0h,0fa
sabado,h02,atropello,el sagrario,conducir en exceso de velocidad,1h,0fa
lunes,h02,choque lateral perpendicular,san sebastian,no respetar las senales de transito,0h,0fa
sabado,h16,choque lateral angular,sucre,conducir en estado de embriaguez,0h,0fa
domingo,h13,choque lateral perpendicular,el sagrario,imprudencia del conductor,0h,0fa
lunes,h20,choque lateral angular,el sagrario,no respetar las senales de transito,0h,0fa
domingo,h20,choque frontal longitudinal,carigan,conducir en estado de embriaguez,1h,0fa
viernes,h23,choque lateral angular,sucre,conducir en estado de embriaguez,0h,0fa
viernes,h23,choque lateral angular,el sagrario,no respetar las senales de transito,0h,0fa
viernes,h16,volcamiento longitudinal,carigan,conducir en exceso de velocidad,0h,0fa
sabado,h02,estrellamiento,punzara,conducir en exceso de velocidad,0h,0fa
domingo,h17,perdida de carril,sucre,conducir en exceso de velocidad,0h,0fa
lunes,h20,choque lateral angular,carigan,no respetar las senales de transito,0h,0fa
martes,h12,choque lateral angular,punzara,no respetar las senales de transito,0h,0fa
miercoles,h11,atropello,el sagrario,no respetar las senales de transito,1h,0fa
miercoles,h22,perdida de carril,sucre,conducir en estado de embriaguez,0h,0fa
miercoles,h12,choque lateral angular,carigan,no respetar las senales de transito,0h,0fa
viernes,h03,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
viernes,h02,roce negativo,san sebastian,conducir en estado de embriaguez,0h,0fa
viernes,h22,choque lateral perpendicular,el sagrario,no respetar las senales de transito,0h,0fa
viernes,h21,perdida de carril,sucre,conducir en exceso de velocidad,0h,0fa
viernes,h23,estrellamiento,el sagrario,conducir en exceso de velocidad,0h,0fa
sabado,h07,perdida de carril,punzara,conducir en exceso de velocidad,0h,0fa
domingo,h00,perdida de carril,punzara,conducir en exceso de velocidad,0h,0fa
sabado,h20,perdida de carril,punzara,conducir en exceso de velocidad,0h,0fa
jueves,h11,choque lateral angular,carigan,no respetar las senales de transito,0h,0fa
miercoles,h06,estrellamiento,san sebastian,imprudencia del conductor,1h,0fa
miercoles,h15,choque lateral angular,san sebastian,no respetar las senales de transito,0h,0fa
jueves,h19,choque lateral perpendicular,el valle,no respetar las senales de transito,0h,0fa
viernes,h10,choque lateral perpendicular,punzara,no respetar las senales de transito,0h,0fa
sabado,h07,estrellamiento,san sebastian,conducir en estado de embriaguez,0h,0fa
domingo,h00,choque lateral perpendicular,sucre,no respetar las senales de transito,0h,0fa
sabado,h00,choque lateral angular,el sagrario,no ceder el derecho de via,0h,0fa
domingo,h02,estrellamiento,sucre,conducir en estado de embriaguez,0h,0fa
miercoles,h00,choque lateral perpendicular,sucre,no ceder el derecho de via,1h,0fa
miercoles,h06,estrellamiento,punzara,conducir en exceso de velocidad,0h,0fa
miercoles,h07,estrellamiento,punzara,conducir en exceso de velocidad,0h,0fa
miercoles,h02,perdida de carril,sucre,conducir en exceso de velocidad,0h,0fa
miercoles,h17,estrellamiento,el valle,conducir en exceso de velocidad,0h,0fa
jueves,h00,perdida de carril,punzara,conducir en estado de embriaguez,0h,0fa
viernes,h20,estrellamiento,san sebastian,conducir en exceso de velocidad,0h,0fa
viernes,h02,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
viernes,h12,estrellamiento,sucre,imprudencia del conductor,2h,0fa
sabado,h17,choque frontal excentrico,punzara,negligencia del conductor,0h,0fa
sabado,h19,atropello,punzara,imprudencia del peaton,1h,0fa
domingo,h12,colision,sucre,imprudencia del conductor,0h,0fa
lunes,h07,choque lateral perpendicular,sucre,no respetar las senales de transito,3h,0fa
lunes,h16,estrellamiento,el valle,conducir en exceso de velocidad,0h,0fa
jueves,h22,choque lateral perpendicular,el valle,no respetar las senales de transito,1h,0fa
viernes,h06,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
viernes,h11,choque lateral perpendicular,carigan,imprudencia del conductor,1h,0fa
sabado,h02,estrellamiento,carigan,conducir en exceso de velocidad,0h,0fa
sabado,h20,perdida de carril,el valle,conducir en exceso de velocidad,0h,0fa
domingo,h16,choque lateral angular,san sebastian,conducir en estado de embriaguez,1h,0fa
lunes,h10,choque lateral angular,sucre,conducir en exceso de velocidad,1h,0fa
lunes,h07,choque lateral angular,sucre,imprudencia del conductor,0h,0fa
lunes,h08,choque lateral perpendicular,san sebastian,no respetar las senales de transito,1h,0fa
lunes,h20,estrellamiento,punzara,conducir en exceso de velocidad,0h,0fa
miercoles,h23,choque lateral perpendicular,sucre,no respetar las senales de transito,1h,0fa
miercoles,h16,roce negativo,sucre,imprudencia del conductor,0h,0fa
jueves,h13,choque frontal excentrico,el valle,imprudencia del conductor,2h,0fa
jueves,h03,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
jueves,h16,roce negativo,el valle,imprudencia del conductor,0h,0fa
viernes,h01,estrellamiento,punzara,conducir en exceso de velocidad,0h,0fa
